epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
276,28484.1,0.4219,0.05194,0.01438,0.21071,0.8663,0.99748,0.99903,0.99479,0.95222,0.9979,0.99945,0.99476,0.99462,0.35211,0.02199,0.00031,0.66458,0.79583,0.00958125,0.00319375,0.00958125,0.00319375,0.00958125,0.00319375,0.00958125,0.00319375
277,28585.1,0.42006,0.05244,0.01526,0.21025,0.86435,0.9975,0.99903,0.99479,0.95226,0.99791,0.99945,0.99476,0.99463,0.35191,0.02197,0.00031,0.66615,0.79576,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
278,28685.6,0.41713,0.05211,0.0159,0.21069,0.86247,0.99748,0.99903,0.99479,0.95251,0.9979,0.99945,0.99477,0.99463,0.35178,0.02194,0.00031,0.66589,0.79566,0.00943275,0.00314425,0.00943275,0.00314425,0.00943275,0.00314425,0.00943275,0.00314425
279,28786.8,0.41864,0.05515,0.01415,0.21039,0.86374,0.99751,0.99903,0.99479,0.95257,0.99792,0.99945,0.99476,0.99462,0.35153,0.02193,0.00031,0.66623,0.79553,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
280,28887.7,0.4246,0.05377,0.0151,0.20936,0.86641,0.9971,0.99943,0.99479,0.95261,0.99789,0.99945,0.99476,0.99462,0.35126,0.02192,0.00031,0.66612,0.79541,0.00928425,0.00309475,0.00928425,0.00309475,0.00928425,0.00309475,0.00928425,0.00309475
281,28988.3,0.41863,0.05173,0.01495,0.20952,0.86586,0.9971,0.99943,0.99479,0.95252,0.99788,0.99945,0.99476,0.99462,0.35106,0.02188,0.00031,0.66564,0.79532,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
282,29089.3,0.42135,0.05416,0.01606,0.2126,0.87137,0.99762,0.99903,0.99479,0.95248,0.99804,0.99945,0.99476,0.99462,0.35084,0.02188,0.00031,0.66444,0.79516,0.00913575,0.00304525,0.00913575,0.00304525,0.00913575,0.00304525,0.00913575,0.00304525
283,29190.8,0.41426,0.05255,0.01447,0.2062,0.8657,0.99765,0.99894,0.99479,0.95271,0.99806,0.99935,0.99476,0.99462,0.35067,0.02186,0.0003,0.66344,0.79506,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
284,29291.7,0.41153,0.04935,0.01572,0.20761,0.86325,0.99779,0.99892,0.99478,0.95263,0.9982,0.99933,0.99476,0.99462,0.3504,0.02183,0.00031,0.66174,0.79492,0.00898725,0.00299575,0.00898725,0.00299575,0.00898725,0.00299575,0.00898725,0.00299575
285,29392.3,0.41191,0.05102,0.0151,0.20669,0.8677,0.99779,0.99896,0.99478,0.95288,0.9982,0.99937,0.99476,0.99462,0.35027,0.02183,0.0003,0.66226,0.79489,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
286,29492.9,0.41107,0.04903,0.01519,0.20681,0.86215,0.99779,0.99901,0.99479,0.95282,0.9982,0.99943,0.99477,0.99462,0.35009,0.02183,0.00031,0.66178,0.79478,0.00883875,0.00294625,0.00883875,0.00294625,0.00883875,0.00294625,0.00883875,0.00294625
287,29593.3,0.40995,0.04648,0.01536,0.20594,0.86339,0.99775,0.99903,0.99479,0.9529,0.99816,0.99945,0.99476,0.99462,0.34984,0.02185,0.0003,0.66059,0.79469,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
288,29694.2,0.40936,0.04979,0.01525,0.20637,0.86224,0.99779,0.99897,0.99479,0.95268,0.99815,0.99945,0.99477,0.99462,0.34965,0.02185,0.0003,0.66025,0.79463,0.00869025,0.00289675,0.00869025,0.00289675,0.00869025,0.00289675,0.00869025,0.00289675
289,29794.7,0.41145,0.04755,0.01482,0.20715,0.86606,0.99779,0.999,0.99479,0.95285,0.9981,0.99945,0.99477,0.99462,0.34959,0.02184,0.0003,0.66076,0.79459,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
290,29895.8,0.40949,0.04954,0.01406,0.20532,0.8572,0.99766,0.99903,0.99479,0.95296,0.99808,0.99945,0.99477,0.99462,0.3494,0.02181,0.0003,0.66055,0.79447,0.00854175,0.00284725,0.00854175,0.00284725,0.00854175,0.00284725,0.00854175,0.00284725
291,29996.8,0.41108,0.04936,0.01465,0.207,0.86402,0.99768,0.99903,0.99479,0.95324,0.99809,0.99945,0.99477,0.99462,0.34925,0.02179,0.0003,0.659,0.79445,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
292,30097.6,0.41865,0.05508,0.01457,0.21143,0.86813,0.99776,0.99903,0.99479,0.95336,0.99809,0.99945,0.99477,0.99462,0.34923,0.0218,0.0003,0.65895,0.79441,0.00839325,0.00279775,0.00839325,0.00279775,0.00839325,0.00279775,0.00839325,0.00279775
293,30198.4,0.40798,0.04721,0.01603,0.20529,0.86286,0.99771,0.99903,0.99479,0.95321,0.99808,0.99945,0.99477,0.99462,0.34904,0.0218,0.0003,0.65799,0.79431,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
294,30299.5,0.40917,0.04949,0.0152,0.2052,0.8607,0.99771,0.99903,0.99479,0.95347,0.99809,0.99945,0.99477,0.99462,0.3489,0.02181,0.0003,0.65765,0.79423,0.00824475,0.00274825,0.00824475,0.00274825,0.00824475,0.00274825,0.00824475,0.00274825
295,30400.6,0.40903,0.04994,0.01327,0.2043,0.85751,0.99775,0.99903,0.99479,0.95345,0.99815,0.99945,0.99477,0.99462,0.34872,0.02178,0.0003,0.65846,0.79413,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
296,30501.3,0.41028,0.04799,0.01569,0.20586,0.86581,0.99778,0.99903,0.99478,0.95342,0.99818,0.99945,0.99476,0.99462,0.34863,0.02181,0.0003,0.65738,0.7941,0.00809625,0.00269875,0.00809625,0.00269875,0.00809625,0.00269875,0.00809625,0.00269875
297,30602,0.40393,0.05135,0.01365,0.20486,0.86385,0.9978,0.99903,0.99478,0.95352,0.9982,0.99943,0.99476,0.99461,0.3485,0.02178,0.0003,0.65605,0.79401,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
298,30703.1,0.4091,0.05003,0.01414,0.20541,0.85965,0.99782,0.99903,0.99479,0.95353,0.9982,0.99942,0.99476,0.99462,0.34828,0.0218,0.0003,0.65394,0.79392,0.00794775,0.00264925,0.00794775,0.00264925,0.00794775,0.00264925,0.00794775,0.00264925
299,30803.7,0.40451,0.048,0.0153,0.20291,0.85997,0.99783,0.99903,0.99478,0.95351,0.9982,0.9994,0.99476,0.99461,0.348,0.0218,0.0003,0.65344,0.7938,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
300,30904,0.40361,0.0491,0.01396,0.20255,0.85845,0.99792,0.99913,0.99478,0.95371,0.9982,0.9994,0.99476,0.99461,0.34782,0.0218,0.0003,0.65275,0.79372,0.00779925,0.00259975,0.00779925,0.00259975,0.00779925,0.00259975,0.00779925,0.00259975
301,31004.5,0.40703,0.0527,0.01601,0.20419,0.86257,0.99792,0.99913,0.99478,0.95377,0.9982,0.99941,0.99476,0.99461,0.34758,0.02179,0.0003,0.65306,0.79356,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
302,31105.1,0.39958,0.04769,0.01447,0.20204,0.85992,0.99779,0.99903,0.99478,0.95392,0.99806,0.99931,0.99476,0.99461,0.34745,0.02179,0.00029,0.65293,0.79347,0.00765075,0.00255025,0.00765075,0.00255025,0.00765075,0.00255025,0.00765075,0.00255025
303,31205.8,0.3994,0.04988,0.01493,0.20204,0.85689,0.99771,0.99917,0.99477,0.9538,0.99799,0.99945,0.99475,0.9946,0.34726,0.02182,0.00029,0.65164,0.79342,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
304,31306.9,0.40234,0.05009,0.01643,0.20157,0.85908,0.99771,0.99917,0.99477,0.95397,0.99799,0.99945,0.99476,0.99461,0.34701,0.02181,0.00029,0.65155,0.79326,0.00750225,0.00250075,0.00750225,0.00250075,0.00750225,0.00250075,0.00750225,0.00250075
305,31407.2,0.40347,0.04306,0.01368,0.20253,0.86239,0.99772,0.99917,0.99477,0.954,0.998,0.99945,0.99476,0.9946,0.34686,0.02181,0.00029,0.65047,0.79326,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
306,31507.8,0.40035,0.05036,0.0149,0.20506,0.8672,0.99771,0.99917,0.99477,0.95391,0.99799,0.99945,0.99476,0.9946,0.34672,0.02179,0.00029,0.65008,0.79319,0.00735375,0.00245125,0.00735375,0.00245125,0.00735375,0.00245125,0.00735375,0.00245125
307,31607.8,0.39707,0.04871,0.01351,0.20087,0.85231,0.99773,0.99917,0.99477,0.95394,0.99801,0.99945,0.99476,0.9946,0.34657,0.02181,0.00029,0.64966,0.79312,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
308,31708.4,0.39984,0.04501,0.01362,0.19948,0.85181,0.99776,0.99917,0.99477,0.9538,0.99803,0.99945,0.99476,0.9946,0.34637,0.02181,0.00029,0.64738,0.79299,0.00720525,0.00240175,0.00720525,0.00240175,0.00720525,0.00240175,0.00720525,0.00240175
309,31809.7,0.39259,0.04311,0.01267,0.19864,0.85025,0.99779,0.99915,0.99477,0.95389,0.99806,0.99943,0.99476,0.99461,0.34618,0.02182,0.00029,0.64616,0.79291,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
310,31910.4,0.39552,0.04884,0.01469,0.19691,0.8549,0.99779,0.99912,0.99477,0.95399,0.99806,0.9994,0.99476,0.99461,0.34604,0.02184,0.00029,0.64522,0.79287,0.00705675,0.00235225,0.00705675,0.00235225,0.00705675,0.00235225,0.00705675,0.00235225
311,32010.3,0.39254,0.04809,0.01367,0.19883,0.85323,0.99779,0.99913,0.99477,0.95402,0.99806,0.99941,0.99476,0.99461,0.3458,0.02182,0.00029,0.64453,0.79274,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
312,32111.9,0.3914,0.04698,0.01335,0.19663,0.8549,0.99779,0.99914,0.99477,0.95412,0.99806,0.99942,0.99475,0.99461,0.34562,0.02184,0.00029,0.64281,0.79259,0.00690825,0.00230275,0.00690825,0.00230275,0.00690825,0.00230275,0.00690825,0.00230275
313,32213.2,0.39349,0.05036,0.01466,0.19755,0.85615,0.99779,0.99914,0.99477,0.95418,0.99806,0.99942,0.99475,0.99461,0.34553,0.02186,0.00029,0.64094,0.79252,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
314,32314.1,0.38953,0.04432,0.01429,0.19606,0.85776,0.99779,0.99915,0.99477,0.95428,0.99806,0.99942,0.99476,0.99461,0.34542,0.02187,0.00029,0.63863,0.79248,0.00675975,0.00225325,0.00675975,0.00225325,0.00675975,0.00225325,0.00675975,0.00225325
315,32415.4,0.39362,0.04649,0.01386,0.19952,0.85264,0.99779,0.99915,0.99477,0.95433,0.99806,0.99942,0.99476,0.99461,0.34511,0.02186,0.00029,0.63739,0.79234,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
316,32516,0.38817,0.04825,0.01337,0.19864,0.85069,0.99779,0.99915,0.99477,0.95454,0.99806,0.99942,0.99476,0.99461,0.34492,0.02187,0.00029,0.6358,0.79219,0.00661125,0.00220375,0.00661125,0.00220375,0.00661125,0.00220375,0.00661125,0.00220375
317,32617.1,0.393,0.04449,0.01491,0.19764,0.85136,0.99779,0.99915,0.99477,0.95459,0.99806,0.99943,0.99476,0.99461,0.34486,0.02187,0.00029,0.63486,0.79216,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
318,32718.2,0.38095,0.04083,0.01338,0.19227,0.85019,0.99779,0.99916,0.99478,0.95438,0.99806,0.99943,0.99476,0.99461,0.34472,0.02186,0.00029,0.63391,0.79213,0.00646275,0.00215425,0.00646275,0.00215425,0.00646275,0.00215425,0.00646275,0.00215425
319,32818.7,0.38588,0.04368,0.01383,0.1944,0.8495,0.99779,0.99916,0.99477,0.95459,0.99806,0.99943,0.99476,0.99461,0.34463,0.02187,0.00029,0.63368,0.79209,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
320,32919.7,0.3865,0.04385,0.01174,0.19461,0.84878,0.99779,0.99916,0.99477,0.95449,0.99806,0.99944,0.99476,0.99461,0.34453,0.02189,0.00029,0.63139,0.79198,0.00631425,0.00210475,0.00631425,0.00210475,0.00631425,0.00210475,0.00631425,0.00210475
321,33020.1,0.37963,0.04518,0.01231,0.19282,0.84437,0.99779,0.99917,0.99477,0.95445,0.99806,0.99945,0.99476,0.99461,0.34436,0.02191,0.00029,0.62932,0.79189,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
322,33120.8,0.38135,0.04409,0.01394,0.19307,0.84789,0.99792,0.99915,0.99476,0.95446,0.9982,0.99943,0.99476,0.9946,0.34423,0.02192,0.00029,0.6274,0.79175,0.00616575,0.00205525,0.00616575,0.00205525,0.00616575,0.00205525,0.00616575,0.00205525
323,33221.5,0.37965,0.04456,0.01293,0.19194,0.84855,0.9979,0.99903,0.99476,0.95428,0.99818,0.99931,0.99476,0.9946,0.34405,0.02194,0.00029,0.62582,0.79167,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
324,33321.8,0.37454,0.04228,0.01299,0.19081,0.84576,0.99789,0.99903,0.99476,0.95445,0.99816,0.99931,0.99476,0.9946,0.34394,0.02193,0.00029,0.62273,0.79164,0.00601725,0.00200575,0.00601725,0.00200575,0.00601725,0.00200575,0.00601725,0.00200575
325,33422.4,0.37788,0.0431,0.01367,0.19186,0.84683,0.99778,0.99917,0.99476,0.95457,0.99806,0.99945,0.99476,0.9946,0.34387,0.02193,0.00029,0.62212,0.79156,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
326,33523.4,0.37822,0.04555,0.01443,0.1902,0.85063,0.99778,0.99917,0.99475,0.9547,0.99806,0.99945,0.99476,0.9946,0.34368,0.02193,0.00029,0.62056,0.79147,0.00586875,0.00195625,0.00586875,0.00195625,0.00586875,0.00195625,0.00586875,0.00195625
327,33624,0.38503,0.04789,0.014,0.19354,0.85227,0.99778,0.99917,0.99475,0.95501,0.99806,0.99945,0.99476,0.9946,0.34364,0.02193,0.00029,0.61926,0.79141,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
328,33724.5,0.3743,0.04208,0.01146,0.19037,0.84724,0.99777,0.99917,0.99475,0.95498,0.99805,0.99945,0.99476,0.9946,0.34349,0.02194,0.00029,0.61854,0.79135,0.00572025,0.00190675,0.00572025,0.00190675,0.00572025,0.00190675,0.00572025,0.00190675
329,33825.5,0.37514,0.0439,0.01288,0.18826,0.84652,0.99776,0.99917,0.99475,0.95482,0.99803,0.99945,0.99476,0.9946,0.34324,0.02194,0.00029,0.61797,0.79125,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
330,33925.9,0.37733,0.04687,0.01363,0.19128,0.8456,0.99775,0.99917,0.99475,0.95496,0.99803,0.99945,0.99477,0.9946,0.34317,0.02193,0.00029,0.61624,0.79118,0.00557175,0.00185725,0.00557175,0.00185725,0.00557175,0.00185725,0.00557175,0.00185725
331,34026.5,0.37459,0.04145,0.01232,0.18839,0.84673,0.99775,0.99917,0.99475,0.9548,0.99803,0.99945,0.99476,0.9946,0.34299,0.02194,0.00029,0.61579,0.79108,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
332,34127.6,0.36998,0.04394,0.01357,0.18912,0.8458,0.99776,0.99917,0.99475,0.95487,0.99804,0.99945,0.99477,0.9946,0.34287,0.02194,0.00029,0.61492,0.79104,0.00542325,0.00180775,0.00542325,0.00180775,0.00542325,0.00180775,0.00542325,0.00180775
333,34228.3,0.37422,0.04184,0.01371,0.18826,0.85214,0.99776,0.99917,0.99475,0.95495,0.99803,0.99945,0.99477,0.9946,0.34272,0.02195,0.00029,0.61316,0.79098,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
334,34328.9,0.3666,0.038,0.014,0.18532,0.84481,0.99792,0.99913,0.99475,0.95499,0.9982,0.9994,0.99476,0.9946,0.34254,0.02195,0.00029,0.61106,0.7909,0.00527475,0.00175825,0.00527475,0.00175825,0.00527475,0.00175825,0.00527475,0.00175825
335,34429.6,0.36693,0.0477,0.01294,0.18518,0.8447,0.99792,0.99913,0.99475,0.95518,0.9982,0.9994,0.99477,0.99461,0.34245,0.02195,0.00029,0.60849,0.79081,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
336,34530.3,0.36733,0.04606,0.01319,0.18509,0.8477,0.99776,0.99917,0.99475,0.95512,0.99803,0.99945,0.99477,0.99461,0.34233,0.02196,0.00029,0.6058,0.79076,0.00512625,0.00170875,0.00512625,0.00170875,0.00512625,0.00170875,0.00512625,0.00170875
337,34631.3,0.36802,0.04377,0.01194,0.18452,0.84549,0.99776,0.99917,0.99475,0.95529,0.99804,0.99945,0.99477,0.9946,0.34216,0.02196,0.00029,0.60414,0.79069,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
338,34732,0.36249,0.04069,0.01372,0.18276,0.84439,0.99776,0.99917,0.99475,0.9553,0.99804,0.99945,0.99477,0.9946,0.34196,0.02197,0.00028,0.60364,0.79059,0.00497775,0.00165925,0.00497775,0.00165925,0.00497775,0.00165925,0.00497775,0.00165925
339,34833.2,0.35876,0.03941,0.01251,0.18295,0.84531,0.99776,0.99917,0.99474,0.95529,0.99804,0.99945,0.99478,0.9946,0.34186,0.022,0.00028,0.60319,0.79056,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
340,34934.1,0.36024,0.0405,0.01336,0.18302,0.84672,0.99776,0.99917,0.99474,0.95531,0.99804,0.99945,0.99477,0.9946,0.34174,0.02201,0.00028,0.60261,0.79063,0.00482925,0.00160975,0.00482925,0.00160975,0.00482925,0.00160975,0.00482925,0.00160975
341,35034.5,0.36351,0.0408,0.01206,0.18279,0.84787,0.99776,0.99917,0.99474,0.95521,0.99804,0.99945,0.99478,0.9946,0.34155,0.02202,0.00028,0.60133,0.79066,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
342,35135.3,0.35917,0.043,0.01396,0.1824,0.84763,0.99792,0.99913,0.99473,0.9551,0.9982,0.9994,0.99477,0.99459,0.34146,0.02203,0.00028,0.59964,0.79071,0.00468075,0.00156025,0.00468075,0.00156025,0.00468075,0.00156025,0.00468075,0.00156025
343,35236.1,0.36225,0.03944,0.01232,0.18243,0.84596,0.99792,0.99913,0.99473,0.9554,0.9982,0.99941,0.99478,0.99459,0.34135,0.02205,0.00028,0.59774,0.79064,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
344,35337.7,0.35938,0.03906,0.01232,0.18136,0.8423,0.99791,0.99903,0.99473,0.95533,0.99819,0.99931,0.99477,0.99459,0.3413,0.02209,0.00028,0.59653,0.79061,0.00453225,0.00151075,0.00453225,0.00151075,0.00453225,0.00151075,0.00453225,0.00151075
345,35438.2,0.36119,0.04038,0.01235,0.18257,0.84565,0.99794,0.99903,0.99472,0.95531,0.99821,0.99931,0.99478,0.99459,0.34115,0.02212,0.00028,0.59451,0.79055,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
346,35539,0.35489,0.03669,0.01162,0.17895,0.84137,0.998,0.99903,0.99472,0.95547,0.99827,0.99931,0.99478,0.99459,0.34109,0.02215,0.00028,0.59235,0.79052,0.00438375,0.00146125,0.00438375,0.00146125,0.00438375,0.00146125,0.00438375,0.00146125
347,35640.2,0.35803,0.03881,0.01221,0.17919,0.84289,0.99802,0.99903,0.99472,0.9554,0.99829,0.99931,0.99477,0.99458,0.3409,0.02215,0.00028,0.59123,0.79047,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
348,35741,0.35474,0.03628,0.01351,0.17972,0.84148,0.99806,0.99903,0.99472,0.9554,0.99834,0.99931,0.99477,0.99458,0.34082,0.02216,0.00028,0.5897,0.79041,0.00423525,0.00141175,0.00423525,0.00141175,0.00423525,0.00141175,0.00423525,0.00141175
349,35842.4,0.3528,0.03597,0.01177,0.17783,0.84384,0.99806,0.99903,0.99472,0.95546,0.99833,0.99931,0.99477,0.99458,0.34074,0.02217,0.00028,0.58768,0.79042,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
350,35942.9,0.35405,0.04007,0.01297,0.17892,0.84481,0.99803,0.99903,0.99472,0.95532,0.99831,0.99931,0.99478,0.99459,0.34056,0.02219,0.00028,0.58619,0.79037,0.00408675,0.00136225,0.00408675,0.00136225,0.00408675,0.00136225,0.00408675,0.00136225
351,36043.7,0.35153,0.03717,0.01239,0.17612,0.84253,0.99802,0.99903,0.99472,0.95531,0.9983,0.99931,0.99477,0.99458,0.34039,0.02223,0.00028,0.58418,0.79033,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
352,36144.5,0.34852,0.03874,0.01225,0.17596,0.84022,0.99802,0.99903,0.99472,0.9552,0.9983,0.99931,0.99478,0.99458,0.34033,0.02225,0.00028,0.58349,0.79032,0.00393825,0.00131275,0.00393825,0.00131275,0.00393825,0.00131275,0.00393825,0.00131275
353,36245.1,0.35011,0.03855,0.01172,0.1767,0.84135,0.99792,0.99914,0.99472,0.95519,0.9982,0.99942,0.99478,0.99458,0.34018,0.02228,0.00028,0.58338,0.79024,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
354,36346.3,0.35239,0.03788,0.01239,0.17597,0.84515,0.99801,0.99903,0.99472,0.95511,0.99829,0.99931,0.99478,0.99458,0.34,0.02231,0.00028,0.58099,0.79025,0.00378975,0.00126325,0.00378975,0.00126325,0.00378975,0.00126325,0.00378975,0.00126325
355,36447.2,0.34488,0.03726,0.01175,0.17494,0.84053,0.99801,0.99903,0.99472,0.95533,0.99829,0.99931,0.99478,0.99458,0.33997,0.02233,0.00028,0.57829,0.79025,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
356,36548.1,0.34317,0.0371,0.0123,0.17536,0.83822,0.99801,0.99903,0.99472,0.95539,0.99829,0.99931,0.99478,0.99459,0.33975,0.02233,0.00028,0.57561,0.79021,0.00364125,0.00121375,0.00364125,0.00121375,0.00364125,0.00121375,0.00364125,0.00121375
357,36648.5,0.33615,0.0343,0.01114,0.17205,0.83564,0.99802,0.99903,0.99473,0.95548,0.99829,0.99931,0.99478,0.99459,0.33966,0.02235,0.00028,0.57296,0.79018,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
358,36749.9,0.33798,0.03613,0.01182,0.1718,0.83408,0.99801,0.99903,0.99473,0.9555,0.99829,0.99931,0.99478,0.99458,0.33953,0.02237,0.00028,0.57054,0.79015,0.00349275,0.00116425,0.00349275,0.00116425,0.00349275,0.00116425,0.00349275,0.00116425
359,36851.3,0.33534,0.03883,0.01212,0.17048,0.83599,0.99801,0.99903,0.99473,0.95539,0.99829,0.99931,0.99478,0.99459,0.33943,0.02242,0.00028,0.5681,0.79012,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
360,36951.9,0.33582,0.03906,0.01215,0.16968,0.83589,0.998,0.99903,0.99474,0.95542,0.99828,0.99931,0.99478,0.99459,0.33939,0.02245,0.00028,0.56729,0.79007,0.00334425,0.00111475,0.00334425,0.00111475,0.00334425,0.00111475,0.00334425,0.00111475
361,37052.9,0.33498,0.03759,0.01105,0.16879,0.83395,0.998,0.99903,0.99474,0.95544,0.99827,0.99931,0.99478,0.9946,0.33938,0.0225,0.00028,0.56693,0.79007,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
362,37153.4,0.33456,0.0377,0.01134,0.16869,0.83423,0.998,0.99903,0.99474,0.95539,0.99828,0.99931,0.99478,0.99459,0.33933,0.02254,0.00028,0.56631,0.79,0.00319575,0.00106525,0.00319575,0.00106525,0.00319575,0.00106525,0.00319575,0.00106525
363,37254.6,0.3332,0.03372,0.01129,0.1675,0.83467,0.99802,0.99903,0.99474,0.95552,0.9983,0.99931,0.99478,0.99459,0.33922,0.02258,0.00028,0.5642,0.78989,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
364,37356,0.33086,0.03393,0.01212,0.16783,0.83254,0.99803,0.99903,0.99474,0.95532,0.9983,0.99931,0.99478,0.99459,0.33918,0.02264,0.00028,0.56336,0.78976,0.00304725,0.00101575,0.00304725,0.00101575,0.00304725,0.00101575,0.00304725,0.00101575
365,37456.2,0.32665,0.03074,0.0114,0.16644,0.83178,0.99804,0.99903,0.99474,0.95547,0.99832,0.99931,0.99479,0.9946,0.33902,0.02268,0.00028,0.56221,0.78973,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
366,37556.9,0.32091,0.03107,0.01117,0.16432,0.82763,0.99805,0.99903,0.99474,0.95554,0.99833,0.99931,0.99479,0.99459,0.33896,0.02272,0.00028,0.56007,0.78967,0.00289875,0.00096625,0.00289875,0.00096625,0.00289875,0.00096625,0.00289875,0.00096625
367,37657.4,0.32535,0.03634,0.01138,0.16661,0.83124,0.99805,0.99903,0.99474,0.95547,0.99833,0.99931,0.99479,0.99459,0.33885,0.02275,0.00028,0.55946,0.78959,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415
368,37758.5,0.32062,0.03333,0.01085,0.16488,0.82916,0.99805,0.99903,0.99474,0.95554,0.99833,0.99931,0.99479,0.99459,0.33879,0.02279,0.00028,0.55826,0.78951,0.00275025,0.00091675,0.00275025,0.00091675,0.00275025,0.00091675,0.00275025,0.00091675
369,37859.6,0.31996,0.03121,0.01149,0.16383,0.82909,0.99806,0.99903,0.99474,0.95568,0.99833,0.99931,0.99479,0.9946,0.33866,0.02282,0.00028,0.55666,0.78946,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
370,37960.5,0.31777,0.03201,0.01093,0.16268,0.82772,0.99806,0.99903,0.99475,0.95577,0.99834,0.99931,0.99479,0.9946,0.33855,0.02285,0.00028,0.55515,0.78939,0.00260175,0.00086725,0.00260175,0.00086725,0.00260175,0.00086725,0.00260175,0.00086725
371,38061.2,0.31667,0.03303,0.01188,0.16211,0.82898,0.99806,0.99903,0.99475,0.95562,0.99834,0.9993,0.99479,0.9946,0.3385,0.02287,0.00028,0.55335,0.78935,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
